// Sample: , Map: , Thickness:(1.0):, Neighbors:(1.0):
//LACUNA_NUMBER, TRIANGLES, SCALE_X, SCALE_Y, SCALE_Z, POS_X, POS_Y, POS_Z , STD_X, STD_Y, STD_Z,PROJ_X, PROJ_Y, PROJ_Z, PCA1_X, PCA1_Y, PCA1_Z, PCA1_S, PCA2_X, PCA2_Y, PCA2_Z, PCA2_S, PCA3_X, PCA3_Y, PCA3_Z, PCA3_S,PROJ_PCA1, PROJ_PCA2, PROJ_PCA3,OBJ_RADIUS, OBJ_RADIUS_STD, VOLUME, VOLUME_BOX, Mask_Grad_X,Mask_Grad_Y,Mask_Grad_Z,Mask_Angle, Mask_Distance_Mean,Mask_Distance_COV, Mask_Distance_STD, SHAPET_XX, SHAPET_XY, SHAPET_XZ, SHAPET_YX, SHAPET_YY, SHAPET_YZ, SHAPET_ZX, SHAPET_ZY, SHAPET_ZZ, Thickness, Thickness_STD, Neighbors, Neighbors_STD
96, 0 ,2.0,2.0,2.0,302.4643007714554,97.09563310379515,288.6166206850642,18.61154081364722,18.164674078347545,18.281657961750675,90.0,84.0,86.0,-0.5646370357074927,-0.6202609286292804,0.5444826887270141,19.952294647213364,-0.7750720359667566,0.17177946140715022,-0.608074958949154,18.08657601635605,-0.2836341956989705,0.7653549484093065,0.5777399466676901,16.8921745188843,93.75980956203429,92.41785778737136,86.27667253949521,30.6465011690472,8.447237403826593,270398.0,747594.3340746622, 0.0, 0.0,0.0,NaN, 272.64652292317203,272.64652292317203,0.0, 346.3894514580562, 33.92456544187055, -14.972478570577644, 33.92456544187055, 329.9553843725912, -42.44155723894071, -14.972478570577644, -42.44155723894071, 334.21901783044177, 293.4763163928727, 73.57110539460461, 10.0, 0.0
97, 0 ,2.0,2.0,2.0,390.98291802020367,407.08568403306055,376.1494373398029,22.61253925980058,15.25539647788986,20.848025854183486,95.0,73.0,95.0,0.9480030002363611,0.0685862173041495,0.3107832722956078,22.862220930031253,0.3056356203426761,0.07612460939731946,-0.949100580245241,20.634803017552123,0.0887534738509186,-0.9947366358187548,-0.051203967027768645,15.172936237380114,113.55139618300615,98.05272940111598,77.27191947058895,32.78486771651461,10.190519334216514,291828.0,860347.4308743924, 0.0, 0.0,0.0,NaN, 140.31284698148062,140.31284698148062,0.0, 511.32693177602255, 23.566310069303896, 29.433710765036043, 23.566310069303896, 232.72712169761436, -7.896444757470411, 29.433710765036043, -7.896444757470411, 434.6401820167031, 279.7780576229834, 85.49817600729014, 6.0, 0.0
98, 0 ,2.0,2.0,2.0,322.53430355497517,283.6481515852551,261.2826215207578,19.298907661178074,18.800270188720827,20.338293288838873,95.0,85.0,94.0,0.6556918797056267,0.04854124137845339,0.7534665930043217,22.925637605248763,-0.2698101676653161,-0.9169739419598428,0.2938728690965547,19.34327107845091,0.7051741857956199,-0.395983001721116,-0.5881554471697245,15.485385831963615,117.99940744351767,92.35512540223027,95.80274904093103,32.36499331644922,9.594340916020546,301718.0,1044043.9955176949, 0.0, 0.0,0.0,NaN, 307.9942766837322,307.9942766837322,0.0, 372.44783691467774, 42.33916481977401, 130.5373158620421, 42.33916481977401, 353.45015916890503, -25.755374826750643, 130.5373158620421, -25.755374826750643, 413.64617390282837, 279.8629382403436, 77.93768570693585, 7.0, 0.0
99, 0 ,2.0,2.0,2.0,331.4182331206998,348.61611163663116,483.2604396581694,20.589572023881665,21.283507236724564,14.596811239391714,127.0,107.0,60.0,-0.5898486658258486,0.8026618904047926,0.08838801454536177,21.788010029465394,-0.7694462176524919,-0.5918761391504602,0.24007322642189668,20.419661826853194,0.2450123865516608,0.07359704882772057,0.96672250663782,14.082083816453427,113.28388613531973,120.21067345930828,79.791030568059,31.366527235988762,10.30174858627885,247374.0,1086588.8479878244, 0.0, 0.0,0.0,NaN, 132.9722170720776,132.9722170720776,0.0, 423.93047612661053, -31.28682444365891, -54.80207332635801, -31.28682444365891, 452.9876802957069, -11.459573796363363, -54.80207332635801, -11.459573796363363, 213.06689835843227, 258.5349753814063, 115.60537355646768, 9.0, 0.0
100, 0 ,2.0,2.0,2.0,102.63000702101576,105.51182841074034,313.621927396149,20.920658770617734,18.3603349247181,16.309120289784836,102.0,87.0,79.0,-0.9879056757992475,0.07299322686947074,0.13680045524344675,21.010394945192264,0.08551960127590155,0.9924390567167943,0.08804042537772576,18.36516983559253,0.1293397600169532,-0.09867475631721681,0.9866785286730905,16.187869153412407,99.91752344348157,88.95063998236913,78.12103705382594,31.064940715980665,8.702455106669747,274889.0,694318.5015192418, 0.0, 0.0,0.0,NaN, 243.8206295310125,243.8206295310125,0.0, 437.6739633966247, -6.550663969197907, -23.677337508302866, -6.550663969197907, 337.10189854782317, 8.364704673783272, -23.677337508302866, 8.364704673783272, 265.98740462667143, 283.6776262418649, 79.82503861658675, 11.0, 0.0
101, 0 ,2.0,2.0,2.0,394.2032380748319,298.40692074885504,470.46240190695556,21.85746108533797,20.274956645740566,20.838696457521095,98.0,100.0,84.0,0.5912319848042418,0.4795049724720117,0.6484749197301717,22.43554895078507,-0.7998803842884781,0.45144993596779787,0.39545458164647473,21.582820964466176,0.10313152270258509,0.7525077652019863,-0.6504582633311372,18.812275902323783,122.54387390112674,118.19428007133774,99.82009713375214,34.857023858151585,10.395269591718773,373370.0,1445792.78488193, 0.0, 0.0,0.0,NaN, 143.82203345254672,143.82203345254672,0.0, 477.74860509706366, 1.9557908584370505, 21.89881499878299, 1.9557908584370505, 411.0738669866596, 66.4518958498983, 21.89881499878299, 66.4518958498983, 434.2512700487023, 266.7323646784691, 93.72784594912271, 6.0, 0.0
102, 0 ,2.0,2.0,2.0,176.60983168444045,102.69241937556212,253.05227547218297,22.11762658122501,18.23458789361127,22.350881654392737,109.0,88.0,96.0,0.6669191694699259,-0.028042187500824885,-0.7446022140134371,23.0189747805586,0.7015019829040148,-0.3132872497861728,0.640114104752544,21.7834784082991,0.25122457956035854,0.9492442967126979,0.18926562229611696,17.800516297349066,111.82317894739782,105.51917558162958,88.84737119162102,34.970081186049164,9.916901421623308,389150.0,1048353.6371114489, 0.0, 0.0,0.0,NaN, 325.2264130824283,325.2264130824283,0.0, 489.18940558651116, -38.63331156759833, -34.98437056650774, -38.63331156759833, 332.50019564983467, -27.169574424661125, -34.98437056650774, -27.169574424661125, 499.5619107286698, 277.1803623281511, 76.24740081219309, 11.0, 0.0
103, 0 ,2.0,2.0,2.0,276.6276505171986,56.42658327132313,33.98723260194813,18.882721484911844,19.647599792731782,18.584123575938953,102.0,89.0,76.0,-0.48164788889862814,-0.8546937203919329,0.1936851967551759,20.328414615125297,0.6381557411054284,-0.19057999804820835,0.745946723592326,19.279948589835676,-0.6006434559817295,0.48288498492554205,0.6372201582810941,17.406726831507665,98.29196689699675,98.45997110196208,91.54428229686957,31.757449014161377,8.91175793493285,298338.0,885949.4724365202, 0.0, 0.0,0.0,NaN, 168.7591723830745,168.7591723830745,0.0, 356.5571706767514, 37.02781217705503, 22.42884151807761, 37.02781217705503, 386.02817761535397, -28.020735354930952, 22.42884151807761, -28.020735354930952, 345.36964908577, 269.3067795587555, 87.3807706454205, 7.0, 0.0
104, 0 ,2.0,2.0,2.0,356.93859877548795,342.0542794334058,220.1441012069498,27.852376709657662,18.848073892024527,15.84912756733576,138.0,84.0,79.0,0.9357699416878835,0.3303298641984344,0.12335638229171096,29.06795831864023,0.3292585597868286,-0.9437767448772086,0.0295678311021338,17.18372787213344,0.12618802257170955,0.01294745718760123,-0.9919218448606812,15.555478715354218,149.2894384344783,89.89109966611278,77.91310721015026,35.05163563317782,12.39283913800483,330254.0,1045577.6764263278, 0.0, 0.0,0.0,NaN, 249.37496245262233,249.37496245262233,0.0, 775.7548883766806, 169.82158483576492, 70.12210627054958, 169.82158483576492, 355.24988943921653, 23.082563244545423, 70.12210627054958, 23.082563244545423, 251.19484464568237, 288.50466307751003, 76.44005857928981, 5.0, 0.0
105, 0 ,2.0,2.0,2.0,158.77834505412366,151.10498307885902,324.63613889393685,20.949500706254653,17.74582049204219,17.885539280296378,110.0,90.0,83.0,-0.9259530654724372,0.12684134527278515,0.35569958345714486,21.549296378535114,-0.10855786231359991,0.8127437165346075,-0.5724184149408672,18.095679003874054,-0.36169892323878694,-0.5686465724533155,-0.7387929104728862,16.788760141921706,114.35669061115732,86.62925912708754,84.4769977022957,31.53310711246215,8.907940051316308,291647.0,836882.8145606779, 0.0, 0.0,0.0,NaN, 285.7719096221885,285.7719096221885,0.0, 438.88157984136416, -25.458099582259653, -57.27854495743655, -25.458099582259653, 314.9141449357844, -12.975971982068726, -57.27854495743655, -12.975971982068726, 319.8925153470247, 265.0201202138201, 90.4789195430107, 10.0, 0.0
106, 0 ,2.0,2.0,2.0,411.8840960321359,370.4313534953617,444.596552322053,13.924088825535078,21.253885911823808,27.682368623439675,71.0,112.0,134.0,0.028290681903986606,0.021427540326047347,0.999370050498304,27.69247141219834,-0.13702746418039713,-0.9902489135844763,0.02511101760291952,21.369809707212468,0.9901631741171231,-0.13765155160890777,-0.025078655505485267,13.725148769332748,134.50785663873194,111.03343340947589,76.73443346568996,35.192414767971115,13.16872778127181,276824.0,1146018.7225836741, 0.0, 0.0,-5.6843418860808015E-14,2.0338236814745314, 90.6385403805004,90.6385403805004,0.0, 193.88024962139082, 36.75517287843072, 15.432503616930463, 36.75517287843072, 451.7276663528226, 5.716561005461752, 15.432503616930463, 5.716561005461752, 766.3135326039975, 214.14629511892034, 116.56015001961795, 5.0, 0.0
107, 0 ,2.0,2.0,2.0,372.1537214233531,413.14863865576166,93.8710108515529,25.305760630600226,11.734949365391545,18.373696517416636,120.0,48.0,81.0,0.9951812053779016,0.08335815130255228,0.051631260627717335,25.390496657681506,0.055021240172987707,-0.03889461361512944,-0.9977273536199935,18.3617534361991,-0.08116052976917365,0.995760326405481,-0.04329365732340626,11.569441284701806,123.75756952557873,82.11365742031393,51.94640321781429,31.56975494165394,10.910263715400257,224484.0,527889.0461887588, -5.6843418860808015E-14, 0.0,0.0,5.627057992292219, 112.91021903396093,112.91021903396093,0.0, 640.3815210932363, 41.9411930349915, 15.086955674055968, 41.9411930349915, 137.70903660830342, 10.087917093940638, 15.086955674055968, 10.087917093940638, 337.5927237141282, 251.4241237682864, 107.47204997325849, 7.0, 0.0
108, 0 ,2.0,2.0,2.0,195.6870126062738,325.72826150688945,445.57536279683376,16.36499882825142,18.27810002069825,20.677885158743074,84.0,89.0,107.0,0.027992401022605858,-0.24199835033689726,0.9698727874928804,20.83614145861596,-0.23780108573849926,-0.9440102023660438,-0.2286818345440052,18.20649383017678,-0.9709104331021375,0.22423544827489067,0.08397258261110148,16.24364039191236,109.79835461913802,86.17484998277519,86.25774638001091,30.866138651750028,8.761195488315575,272880.0,816158.4387610538, 0.0, -5.6843418860808015E-14,0.0,75.99548531784333, 231.2659175820401,231.2659175820401,0.0, 267.8131866486703, 14.026357222150557, 8.30044556490766, 14.026357222150557, 334.0889403666494, -25.370319180185774, 8.30044556490766, -25.370319180185774, 427.5749346381671, 270.48523893286426, 90.01310143862989, 9.0, 0.0
109, 0 ,2.0,2.0,2.0,23.013293180987493,189.53931142434885,467.81801134648083,14.232616687003686,19.145131436152738,22.23986339714648,59.0,88.0,88.0,0.1329071418695324,-0.3167266038397139,0.9391591718448119,22.704559056777022,0.07412790113571975,-0.9417350211184496,-0.3280856660572748,18.765680292763236,-0.988352541309671,-0.1132228264052509,0.10168503167881433,14.002399814945912,100.67543950941064,89.80617692007843,61.62079919065961,31.189133680160438,9.53692296663098,251708.0,557130.6732869066, 0.0, 2.8421709430404007E-14,0.0,71.53492119744871, 195.11369621428918,195.11369621428918,2.6973983046972182E-6, 202.5673777591758, -24.342482304995837, 36.07553567639847, -24.342482304995837, 366.5360577075638, -46.79143381328049, 36.07553567639847, -46.79143381328049, 494.6115239237357, 258.0918008168195, 93.16975217978509, 8.0, 0.0
110, 0 ,2.0,2.0,2.0,251.53393531864242,77.2286993089393,230.21187818815247,21.774756534006215,19.29689907107317,18.006096502132735,104.0,91.0,89.0,0.93155277954687,-0.20332908825449117,0.3014410403181645,22.315079332969503,0.16309495980295252,0.974614631074733,0.1533830335530489,19.170934080520393,-0.32497608066652106,-0.09372087688802222,0.9410669180403517,17.471186793179406,111.97485664116414,90.92484690432616,89.69151223169936,32.96259711084034,9.1758944428837,332677.0,913175.897254319, 0.0, 0.0,0.0,NaN, 302.53889230550715,302.53889230550715,0.0, 474.1400221152463, -26.60343937467359, 55.675530623380254, -26.60343937467359, 372.3703137591846, -2.5016196737049925, 55.675530623380254, -2.5016196737049925, 324.21951124411675, 278.076022688674, 68.96708224643305, 9.0, 0.0
111, 0 ,2.0,2.0,2.0,311.7559956158436,164.7068289227451,302.6627300889166,22.632130162349082,17.00131635456474,16.970052217193494,123.0,76.0,77.0,0.9436196718978225,0.21694019976334997,0.25003772622163234,23.304865032371048,-0.015124095532375622,0.7827933498653337,-0.6220979288994115,16.88399945441614,-0.33068591826954735,0.5832422490983037,0.7419402282697569,16.15718335521449,117.98410482710761,80.37717005311112,78.91146339512704,31.659895374438545,9.321575543199335,283749.0,748335.4352721091, 0.0, 0.0,0.0,NaN, 289.39653504950707,289.39653504950707,0.0, 512.2133156855111, 57.45636110539637, 66.77583984590123, 57.45636110539637, 289.0447577879905, 3.605346725123467, 66.77583984590123, 3.605346725123467, 287.98267225427384, 272.95802980803455, 77.51663226967912, 9.0, 0.0
112, 0 ,2.0,2.0,2.0,362.2785454130491,240.81880426410035,337.92282967372597,25.126217222976557,18.401923759256377,17.731467817780054,130.0,87.0,78.0,-0.9503510581612578,-0.12364464505907383,0.2855606205344029,25.799696186720823,-0.2261672094942017,0.9047479113851924,-0.36094266884608917,18.597627695422954,-0.21373174682621104,-0.4076066959611279,-0.8877924992960176,16.518670095561504,141.11497202005205,90.98926892255162,83.01852865169667,34.01510700419232,11.28428271736205,315471.0,1065953.6023917163, 0.0, 2.8421709430404007E-14,0.0,82.89750751833067, 265.2123200360818,265.2123200360818,0.0, 631.3267919362038, 31.212676324926015, -100.62807298267936, 31.212676324926015, 338.63079804148435, -37.70827496090057, -100.62807298267936, -37.70827496090057, 314.4049509729698, 283.85561905848715, 79.74328141095353, 7.0, 0.0
113, 0 ,2.0,2.0,2.0,94.0658083760389,341.59989708870745,367.1447601435534,20.551929686657612,19.859299078191484,22.0122007174177,100.0,93.0,120.0,-0.03233251587123746,-0.3615304140828983,0.931799532147599,22.384821311518184,0.9490546957252544,-0.3034818501305951,-0.0848171631402257,20.681677684560132,0.3134482300783989,0.8815863691858894,0.3529244688688501,19.30022116841225,113.46193334877023,96.84439566924554,96.99974410572332,34.7117880521345,9.818468534871435,382854.0,1065847.9677574076, 0.0, 0.0,0.0,NaN, 191.99154540454913,191.99154540454913,0.0, 422.38181384531845, -14.405314838423985, -8.319898007639717, -14.405314838423985, 394.39175987705704, -41.894081024231916, -8.319898007639717, -41.894081024231916, 484.53698042388424, 264.3486812205175, 80.42949751720903, 11.0, 0.0
114, 0 ,2.0,2.0,2.0,315.51544857699685,280.57247024913784,379.7390789828271,19.633128976634097,19.754029108070515,15.588519484278624,101.0,93.0,74.0,0.6917959276127891,0.7115141451044833,0.12315037902741645,22.104642355332796,0.720557835592668,-0.6913267886995547,-0.053513332846782835,17.058708835542284,0.04706166278798639,0.12575727630080394,-0.9909441494620335,15.461843303254625,100.58562283423953,87.26867781925306,73.49940946612742,30.66801734631487,8.840592241106181,256043.0,645175.9282680422, 0.0, 0.0,0.0,NaN, 230.1082600578258,230.1082600578258,0.0, 385.45975341314943, 96.96354945821403, 19.257677706804365, 96.96354945821403, 390.2216660024972, 23.787277996016716, 19.257677706804365, 23.787277996016716, 243.0019397117343, 285.361294782517, 65.37599699888837, 6.0, 0.0
116, 0 ,2.0,2.0,2.0,367.1415493028104,405.9937923983522,452.09701042703904,21.45057965864577,16.39720930138836,22.28085031543855,113.0,68.0,100.0,0.6473482104643938,0.267727559196211,0.7136261265224154,24.109369818697207,-0.6782616720096,-0.22477789649016633,0.6995970279612387,20.22051606239512,-0.3477087843171195,0.9369081338617442,-0.03607977289861126,15.339528951703047,122.35272898877588,108.13480911829163,80.49609108534932,33.31781278596327,10.740366963189633,300277.0,1065010.6967982624, 0.0, 0.0,-5.6843418860808015E-14,44.469281898482414, 89.48790814324782,89.48790814324782,0.0, 460.12736769190764, 86.42133712505616, 77.46174921425609, 86.42133712505616, 268.868472873537, 38.80404702137191, 77.46174921425609, 38.80404702137191, 496.43629077897805, 256.0017150830733, 97.51450195544173, 8.0, 0.0
117, 0 ,2.0,2.0,2.0,118.66236096160746,17.650860913917693,86.64549695012558,22.535020136102435,11.16494856644013,22.119816064965974,105.0,45.0,96.0,-0.7257834395859938,-0.04190831104487193,0.6866455361306081,25.410258648722806,-0.6859337442227611,0.11994395436329046,-0.7177104892282407,18.8611058158316,0.05228094642666203,0.9918957310509323,0.11579966046439558,10.970274134347486,114.33764453222929,98.98270492494052,50.63050681458969,31.65344630195728,10.946634596195286,220173.0,573008.1954540026, 0.0, 0.0,0.0,NaN, 147.9856443771473,147.9856443771473,0.0, 507.82713253454216, -3.3879887657446415, -145.91839781546304, -3.3879887657446415, 124.65607649125351, -35.38103674813394, -145.91839781546304, -35.38103674813394, 489.28626274792686, 260.8816112784038, 88.21298387474482, 6.0, 0.0
118, 0 ,2.0,2.0,2.0,58.70557297035744,194.8991395451581,264.4544800454421,18.674688494288834,17.515515934199588,16.56906104991292,93.0,80.0,75.0,0.781651863115901,0.5382898064993473,0.31506261140658487,19.638002973944097,-0.6218022038133637,0.632996234708121,0.46117001873298896,17.058995861832415,0.048809673429404635,-0.5563810304676434,0.829492474176516,15.918874717046178,103.16210936647073,84.8991030642627,78.31229600006101,29.37335731884627,8.202252903630178,237665.0,685888.1074151108, 0.0, 0.0,0.0,NaN, 317.40579576176134,317.40579576176134,0.0, 348.74399035872375, 40.84210249583418, 21.785101892073918, 40.84210249583418, 306.7932984411997, 33.4031318922397, 21.785101892073918, 33.4031318922397, 274.5337840757415, 286.0299455115393, 62.89902512718141, 10.0, 0.0
119, 0 ,2.0,2.0,2.0,20.827645623381702,19.915578488534546,285.46769927165025,14.83750576427599,14.218322168569355,45.365198249180914,66.0,63.0,200.0,-0.03588980244698646,-0.010550905166803256,0.9993000552789323,45.394197544210144,0.7466663069223867,-0.6649041552798606,0.01979622182285617,16.67329087528827,0.664229891067243,0.7468541642728765,0.031741284174759896,11.903011194101087,200.00357026557438,90.35729294477163,64.399653354761,45.31809607081084,20.653901406236518,322098.0,1163816.4440416356, 0.0, 0.0,0.0,NaN, 224.3903873970515,224.3903873970515,NaN, 220.15157730492322, -66.94947394957119, -66.80766001320833, -66.94947394957119, 202.16068528923077, -22.026787876376332, -66.80766001320833, -22.026787876376332, 2058.001212187487, 245.86909884569292, 100.07231791691326, 8.0, 0.0
121, 0 ,2.0,2.0,2.0,132.71313693226023,366.94480207279094,477.69008654223495,22.95524149915916,28.485095537502534,17.458832355780853,106.0,124.0,75.0,-0.4499083602754191,0.8858123988510876,0.11366116925302776,30.280424645571063,0.8861021803078936,0.45863812655847097,-0.0668879280627949,20.737826608645026,-0.1113795017401372,0.07062197185450018,-0.9912654254454261,17.210259676317868,143.38353807296068,104.54722034035649,80.67420095433357,38.434676090265086,12.88139282568495,435741.0,1209334.5363579765, 0.0, 0.0,0.0,NaN, 150.87626170331237,150.87626170331237,0.0, 526.943112284719, -192.9721890538238, -39.67545299247488, -192.9721890538238, 811.4006677806468, 58.38812037773267, -39.67545299247488, 58.38812037773267, 304.81082722726035, 219.67762960107035, 109.77790132708343, 10.0, 0.0
122, 0 ,2.0,2.0,2.0,15.75798184577499,23.342446238868366,39.85260430089053,10.153154508595696,15.078462950542056,24.505642979320783,42.0,58.0,88.0,-0.046098728511406645,-0.054219498104171225,0.9974643618971876,24.554031593325885,0.2850280336969326,-0.9577300431801711,-0.038886815207316835,15.430882783965362,0.9574100099938855,0.282512673017406,0.059604214180446966,9.484751882769313,90.90559630026614,69.26942660405035,46.918263231301424,28.787582607728268,10.111786037070816,139692.0,295443.2962708062, 0.0, 0.0,0.0,NaN, 48.79973214915829,48.79973214915829,0.0, 103.08654647541712, -39.160349751999355, -25.228009863094805, -39.160349751999355, 227.36004495086942, -22.223205566114874, -25.228009863094805, -22.223205566114874, 600.5265378299339, 249.78278641582912, 95.80380897553808, 4.0, 0.0
123, 0 ,2.0,2.0,2.0,158.04223133836348,371.8698959783166,395.7491905354919,19.157171700840887,17.953077762709327,19.211435085526354,100.0,101.0,89.0,0.6533509111545417,-0.329935853852619,0.6813772224224064,21.2222552964341,0.5737956432211756,0.8029382142990996,-0.16139635633610294,17.605888931082433,-0.4938533655994738,0.4964197380853387,0.7139161693962086,17.263777739942785,109.9550969329297,90.77506393061401,90.30150049340716,31.214515654385572,9.167523069880849,273020.0,901315.6168048115, 0.0, 0.0,0.0,NaN, 202.96113056815724,202.96113056815724,0.0, 366.997227575499, -27.344219839682157, 66.71644140768414, -27.344219839682157, 322.3130011538881, -35.794978400808, 66.71644140768414, -35.794978400808, 369.079238045393, 265.64076258149584, 87.56375132615563, 9.0, 0.0
125, 0 ,2.0,2.0,2.0,397.05301513456214,38.245406630940465,459.57754843648786,19.972562923183915,19.106749144203167,21.40415029255417,93.0,80.0,92.0,-0.7498139099878629,0.5960045930269212,-0.28732842790007196,21.979738335669065,0.15546508340516335,-0.2634020152096126,-0.952076670350314,21.40120519495115,-0.643124955378454,-0.7585498688117538,0.10484459115821151,16.76270566541725,109.07692753172353,98.356925404935,91.11596680848453,33.56242979641054,9.781210992886521,339620.0,977535.0280098274, 0.0, 0.0,0.0,NaN, 70.91358610993952,70.91358610993952,0.0, 398.90326972054083, -97.57525630525295, 17.34339332312363, -97.57525630525295, 365.06786285950847, 9.78074384771504, 17.34339332312363, 9.78074384771504, 458.1376497462467, 255.910343913786, 95.9676057779879, 4.0, 0.0
126, 0 ,2.0,2.0,2.0,367.7221514421232,15.102128007941015,189.39841179691058,24.294152531759707,10.086859209678737,20.32821583763961,106.0,39.0,89.0,-0.9970081458668458,0.0499989431252854,0.058947966559573746,24.330295383960337,-0.061418188019334394,-0.049398160433781535,-0.996888974723956,20.33408383354211,-0.046931474040092236,-0.9975269056181457,0.05232121283295432,9.987426909553283,107.94078423801807,89.80901839123777,42.57747490850607,31.254684423785122,11.328355426265487,195441.0,412748.4208559712, 0.0, 0.0,0.0,NaN, 200.57785141134025,200.57785141134025,0.0, 590.2058472364066, -23.584750092277343, -9.719685450815378, -23.584750092277343, 101.74472871588074, 16.900009212671726, -9.719685450815378, 16.900009212671726, 413.236359141662, 246.2149190804386, 102.73404646654645, 7.0, 0.0
127, 0 ,2.0,2.0,2.0,401.7408022682212,272.6496978637308,385.98884498007186,18.725154591117857,17.94505164183528,21.302400832307317,80.0,89.0,105.0,-0.27581294122280187,-0.021495322777852405,0.9609709530223604,21.51504528987769,0.8328957856281104,0.4936965492438063,0.25009663641818813,18.73329004891793,0.47980395135613524,-0.8693685457637824,0.11826453356609293,17.680928828184026,112.52146003162392,99.81555823436258,96.69014284440054,32.1696122303804,9.568940539904647,295562.0,1085964.930315122, 0.0, 0.0,0.0,NaN, 202.96516890242054,202.96516890242054,0.0, 350.6314144612622, 16.648448392021123, -31.849542819854044, 16.648448392021123, 322.02487842813514, 1.6272729710072174, -31.849542819854044, 1.6272729710072174, 453.7922812202874, 269.3782556620946, 83.12073505748005, 4.0, 0.0
128, 0 ,2.0,2.0,2.0,19.052036093318996,167.36610718905357,385.96293525747916,12.118859593959602,18.903987467638977,19.56177426420887,48.0,90.0,88.0,-9.634001116142973E-5,-0.45839526903498207,0.8887484278719985,19.79483150541945,0.0610961006749266,-0.8870908487692004,-0.45753370642200686,18.680083910398956,-0.9981318836711517,-0.05425498462156698,-0.028091625848142947,12.087581361510269,88.68859221444444,88.69729175807237,50.56965704294471,28.524694275636435,8.557588964198048,192501.0,397803.0687378496, 0.0, 0.0,0.0,NaN, 208.00826686910574,208.00826686910574,3.814697265625E-6, 146.8667578581067, -10.982406822368434, -5.691018345224859, -10.982406822368434, 357.36074217665146, -17.78237424847679, -5.691018345224859, -17.78237424847679, 382.6630123638645, 260.40779528418034, 88.28292979052327, 9.0, 0.0
131, 0 ,2.0,2.0,2.0,171.3089307130069,263.024758854598,318.8511891466528,17.584478211244615,20.284608316494893,18.904385854089163,89.0,96.0,87.0,-0.20784486547870312,-0.7696488100649697,0.6036896728118816,21.76686633064795,-0.6884447878685794,0.5535267292199884,0.46867038960831325,18.42302034148163,-0.6948699777301699,-0.31819627465543665,-0.6449084003520782,16.27423929640632,99.0397422614549,90.16654584026,85.0217365003673,31.614609993245363,8.864053700789276,291007.0,759250.1826547097, 0.0, 0.0,0.0,NaN, 306.0664217280554,306.0664217280554,0.0, 309.2138739617366, 5.012958981099432, -50.27322970056826, 5.012958981099432, 411.46533455361384, -77.7405485703166, -50.27322970056826, -77.7405485703166, 357.3758045202865, 272.5358599621315, 74.2268670187469, 9.0, 0.0
132, 0 ,2.0,2.0,2.0,128.67090048969905,47.969364222862644,139.13173895938152,21.769507734225154,20.075084362446724,18.01081489812787,112.0,94.0,94.0,0.7789190950026817,-0.5196165252998428,0.35111780085253474,24.011961302404853,0.4692419830519135,0.8543496759968808,0.22337992851984892,18.40704713746788,-0.41604928167431154,-0.00923567860757433,0.9092951652015682,16.90905859399966,109.61269928575472,91.20954477371367,83.1699389611831,33.17824337149141,10.02567200872891,312641.0,831510.1283708345, 0.0, 0.0,0.0,NaN, 195.48632003963135,195.48632003963135,0.0, 473.91146699048886, -96.43201664244194, 85.03801363714516, -96.43201664244194, 403.009012159353, -42.9332979495546, 85.03801363714516, -42.9332979495546, 324.3894532946248, 269.2238158143046, 72.65957703855122, 7.0, 0.0
134, 0 ,2.0,2.0,2.0,310.0606159795384,375.8739076487425,110.40334784726875,17.673636032075787,17.771033104114956,18.971804872497408,98.0,83.0,81.0,0.46576997278087395,0.22525675606430742,0.8557556463752312,19.609276152452875,0.2136267081893491,-0.9670782270902446,0.138287136915086,17.676302647558785,0.8587327651859381,0.11840226575270428,-0.4985568588042285,17.062268952009358,92.11421352176296,82.71838614627143,97.27345645189308,30.31306313858103,8.319531925439934,262736.0,741178.9032372453, 0.0, 0.0,-1.4210854715202004E-14,31.156684139451293, 173.80520945528795,173.80520945528795,0.0, 312.3574105942876, 5.39282834018216, 37.85908395569958, 5.39282834018216, 315.8096175875496, 15.15210139011109, 37.85908395569958, 15.15210139011109, 359.92938012011643, 278.6144723220267, 76.11334980869451, 7.0, 0.0
135, 0 ,2.0,2.0,2.0,296.8054820833746,27.949371527010236,189.5090898003674,18.314559196009558,16.370956678171,20.149769265236017,98.0,67.0,85.0,0.184705213412302,0.20496378803560406,0.9611835567322256,20.365432718540138,0.9770711991874973,0.06709319283276854,-0.2020652745867311,18.26088248875179,-0.10590493782927245,0.9764672800814171,-0.18787175166527048,16.162729455867073,87.59735217391585,101.47632700945911,75.26870174868506,30.56140299765267,8.685916725370005,262382.0,669067.8218862474, 0.0, 0.0,0.0,NaN, 234.46198020239297,234.46198020239297,0.0, 335.4230785441383, 10.546592464405258, 12.99500318326397, 10.546592464405258, 268.00822255855167, 29.26487239562006, 12.99500318326397, 29.26487239562006, 406.01320144225, 263.88349429457816, 77.91744820129095, 6.0, 0.0
